Date,Minimum Temp (C),Mean Temperature (C),Maximum Temp (C),Rain (mm),Relative Humidity %, CloudCover, Mean Wind SpeedKm/h
2014-1-1,17,23,30,0,76,3,8
2014-1-2,15,19,23,5.08,75,2,11
2014-1-3,13,20,26,0,61,2,6
2014-1-4,13,22,31,0,51,,11
2014-1-5,14,23,33,0,45,,13
2014-1-6,15,24,34,0,63,2,14
2014-1-7,21,28,36,1.02,54,1,10
2014-1-8,17,24,32,0,41,2,11
2014-1-9,19,27,36,0,49,1,19
2014-1-10,19,24,29,0,67,3,16
2014-1-11,16,24,29,0,46,5,18
2014-1-12,9,19,28,0,58,1,11
2014-1-13,12,21,31,0,52,,16
2014-1-14,17,26,33,0,53,1,13
2014-1-15,18,27,36,0,48,1,13
2014-1-16,17,27,37,0,48,2,11
2014-1-17,19,28,37,0,48,2,14
2014-1-18,22,29,37,14.99,59,2,14
2014-1-19,19,24,29,0,73,3,11
2014-1-20,19,27,35,0,59,2,14
2014-1-21,21,27,32,0,61,2,14
2014-1-22,22,30,38,0,60,1,13
2014-1-23,22,31,39,24.89,57,1,16
2014-1-24,12,16,19,7.11,57,4,24
2014-1-25,12,17,21,0,62,2,10
2014-1-26,11,19,28,0,60,1,13
2014-1-27,17,22,27,0,77,4,13
2014-1-28,19,24,29,0,68,2,10
2014-1-29,17,23,29,0,74,4,10
2014-1-30,14,23,33,0,64,1,10
2014-1-31,17,27,36,0,61,1,10
2014-2-1,18,26,33,0,72,1,8
2014-2-2,20,22,24,20.07,91,4,8
2014-2-3,18,22,25,5.08,90,3,10
2014-2-4,18,23,28,0.76,92,3,10
2014-2-5,20,27,33,132.08,84,3,16
2014-2-6,16,20,24,0,73,4,21
2014-2-7,17,24,31,0,83,4,8
2014-2-8,20,27,34,0,69,1,10
2014-2-9,20,22,25,0,69,4,13
2014-2-10,19,23,27,0,88,3,6
2014-2-11,20,24,28,0,80,4,10
2014-2-12,20,24,29,0,78,4,8
2014-2-13,18,22,27,3.05,83,4,8
2014-2-14,17,19,22,3.05,92,6,14
2014-2-15,13,18,23,0.76,78,6,10
2014-2-16,16,20,23,7.11,90,6,6
2014-2-17,17,20,22,16,95,6,6
2014-2-18,16,21,26,0,86,4,8
2014-2-19,14,21,29,0,86,3,6
2014-2-20,15,22,29,0,81,3,8
2014-2-21,17,18,20,4.06,90,4,11
2014-2-22,16,20,25,0.76,87,4,6
2014-2-23,14,21,27,0,78,2,6
2014-2-24,16,20,24,30.99,89,3,10
2014-2-25,12,13,14,17.02,93,6,19
2014-2-26,11,16,19,0.25,78,6,8
2014-2-27,13,18,24,0,77,4,5
2014-2-28,12,18,25,0,78,3,16
2014-3-1,12,18,23,2.03,77,4,11
2014-3-2,15,18,21,10.92,89,6,10
2014-3-3,11,17,22,0,81,4,6
2014-3-4,12,18,24,0,86,2,3
2014-3-5,10,20,29,0,76,3,5
2014-3-6,12,15,18,21.08,94,3,13
2014-3-7,9,17,25,0,78,1,10
2014-3-8,12,19,27,0,78,1,14
2014-3-9,11,19,26,7.11,85,3,18
2014-3-10,9,17,23,0,75,1,10
2014-3-11,7,17,26,0,74,1,11
2014-3-12,12,19,26,0,73,2,16
2014-3-13,17,22,28,4.06,74,3,18
2014-3-14,14,19,24,10.92,89,3,10
2014-3-15,10,18,25,0,68,1,11
2014-3-16,11,21,30,0,74,2,18
2014-3-17,15,19,23,0,62,5,11
2014-3-18,11,12,13,2.03,80,6,13
2014-3-19,9,14,20,0.51,83,5,5
2014-3-20,6,16,26,0,79,1,10
2014-3-21,9,16,21,0,59,2,16
2014-3-22,4,13,23,0,70,,11
2014-3-23,6,17,27,0,68,,13
2014-3-24,7,17,27,0,74,1,8
2014-3-25,10,18,26,0,76,3,5
2014-3-26,9,17,25,0,74,4,8
2014-3-27,12,17,23,0,88,4,8
2014-3-28,15,22,29,0,85,2,11
2014-3-29,16,22,29,0,76,3,14
2014-3-30,13,20,27,0,79,4,8
2014-3-31,10,17,24,0,66,4,10
2014-4-1,16,18,21,3.05,89,6,5
2014-4-2,16,18,20,2.03,96,6,6
2014-4-3,18,21,24,0,93,6,11
2014-4-4,18,23,27,0,91,5,8
2014-4-5,19,26,32,24.89,85,3,11
2014-4-6,19,19,20,10.92,99,3,8
2014-4-7,16,19,22,1.02,96,4,6
2014-4-8,12,19,26,0,53,3,8
2014-4-9,11,17,24,0,55,4,11
2014-4-10,13,17,20,0,70,4,8
2014-4-11,10,17,23,0,74,4,8
2014-4-12,8,13,19,0,54,2,16
2014-4-13,0,9,17,0,48,,13
2014-4-14,5,14,24,0,63,7,11
2014-4-15,4,16,27,0,62,,10
2014-4-16,8,18,27,0,61,1,11
2014-4-17,11,16,20,0,60,5,11
2014-4-18,7,15,23,0,62,5,8
2014-4-19,9,17,25,0,66,2,6
2014-4-20,11,18,25,0,71,4,11
2014-4-21,12,18,23,5.08,90,5,11
2014-4-22,9,16,23,0,81,3,10
2014-4-23,11,18,26,0,74,2,13
2014-4-24,15,19,24,0,70,5,11
2014-4-25,13,18,23,0,61,6,16
2014-4-26,11,16,22,0,63,1,16
2014-4-27,11,17,22,0,73,3,11
2014-4-28,13,14,17,0,87,5,5
2014-4-29,12,16,19,3.05,90,6,5
2014-4-30,12,14,17,3.05,92,5,6
2014-5-1,5,12,19,0,87,4,6
2014-5-2,6,14,23,1.02,89,4,8
2014-5-3,16,19,23,0.25,91,5,8
2014-5-4,14,19,24,0,86,5,6
2014-5-5,12,18,23,0,83,4,8
2014-5-6,11,16,21,0,89,6,8
2014-5-7,9,17,25,0,83,3,10
2014-5-8,13,18,22,0,84,4,6
2014-5-9,11,14,18,0,86,5,10
2014-5-10,11,12,14,6.1,89,7,10
2014-5-11,11,13,17,0,93,6,11
2014-5-12,12,17,22,0,86,5,3
2014-5-13,9,16,22,0,83,3,13
2014-5-14,8,16,23,0,89,4,10
2014-5-15,9,16,21,0,89,4,8
2014-5-16,12,19,27,0,84,4,10
2014-5-17,6,11,15,0,58,4,14
2014-5-18,6,11,17,0,56,5,10
2014-5-19,9,13,18,0.51,82,6,5
2014-5-20,11,12,13,3.05,98,7,5
2014-5-21,7,12,16,0.51,85,6,13
2014-5-22,3,7,12,0,72,3,14
2014-5-23,1,8,15,0,74,3,6
2014-5-24,-2,8,18,0,74,3,6
2014-5-25,2,12,21,0,69,,8
2014-5-26,4,12,19,0,65,,10
2014-5-27,3,12,22,0,66,,11
2014-5-28,4,13,22,0,58,,19
2014-5-29,8,16,23,0,68,,21
2014-5-30,8,13,18,0,88,5,11
2014-5-31,5,12,18,0,79,4,11
2014-6-1,2,12,21,0,70,,13
2014-6-2,4,13,22,0,65,,14
2014-6-3,7,16,23,0,60,,19
2014-6-4,4,12,20,0,66,2,18
2014-6-5,3,11,19,0,62,1,10
2014-6-6,-2,9,19,0,79,1,10
2014-6-7,-2,7,16,0,78,3,13
2014-6-8,1,10,18,0,60,,14
2014-6-9,2,11,21,0,64,,8
2014-6-10,3,11,19,0,70,6,24
2014-6-11,9,17,24,0,77,3,18
2014-6-12,6,11,17,0,77,5,11
2014-6-13,3,9,14,0,57,3,10
2014-6-14,-2,7,16,0,57,,16
2014-6-15,0,13,26,0,58,,13
2014-6-16,4,11,18,0,66,,11
2014-6-17,2,9,16,0,77,5,8
2014-6-18,3,9,15,0,76,5,6
2014-6-19,2,10,17,0,65,5,16
2014-6-20,3,11,20,0,63,1,19
2014-6-21,9,14,20,0,66,3,29
2014-6-22,9,14,19,0,81,5,8
2014-6-23,9,14,21,0,75,5,6
2014-6-24,7,13,18,0,81,5,8
2014-6-25,9,10,12,0.25,92,5,5
2014-6-26,6,9,13,0,80,3,8
2014-6-27,1,8,15,0,72,3,10
2014-6-28,1,9,17,0,69,,11
2014-6-29,-2,8,17,0,64,,11
2014-6-30,-2,9,21,0,61,,11
2014-7-1,3,11,19,0,67,3,13
2014-7-2,6,14,24,0,72,1,16
2014-7-3,5,10,16,0,47,5,18
2014-7-4,4,10,15,0,61,5,6
2014-7-5,1,8,15,0,53,5,14
2014-7-6,-2,8,17,0,46,2,11
2014-7-7,1,12,22,0,39,,13
2014-7-8,-2,9,20,0,56,,13
2014-7-9,-1,9,19,0,59,,11
2014-7-10,1,10,19,0,70,8,11
2014-7-11,5,9,13,0.76,94,7,6
2014-7-12,9,16,22,0,75,4,8
2014-7-13,6,11,17,3.05,88,5,11
2014-7-14,13,19,26,0,89,5,11
2014-7-15,4,12,19,0,55,4,23
2014-7-16,2,9,15,0,60,3,8
2014-7-17,5,12,19,0,56,4,8
2014-7-18,2,13,24,0,59,,11
2014-7-19,4,14,26,0,45,,11
2014-7-20,5,15,25,0,40,,21
2014-7-21,3,13,24,0,54,,11
2014-7-22,9,13,17,0,49,4,18
2014-7-23,2,6,11,0,38,4,19
2014-7-24,-3,6,14,0,38,,10
2014-7-25,-6,6,17,0,45,,8
2014-7-26,0,6,12,0,54,,11
2014-7-27,-2,7,17,0,62,7,11
2014-7-28,4,12,19,0,45,4,21
2014-7-29,2,13,23,0,65,6,10
2014-7-30,5,12,18,0,83,4,6
2014-7-31,11,16,21,0,92,7,10
2014-8-1,8,17,26,0,84,3,10
2014-8-2,10,18,26,0,80,4,14
2014-8-3,10,15,20,0,79,7,13
2014-8-4,6,11,17,0,42,5,18
2014-8-5,4,14,25,0,36,,24
2014-8-6,3,13,23,0,44,6,14
2014-8-7,2,10,17,0,37,,16
2014-8-8,-2,9,19,0,44,,16
2014-8-9,4,14,24,0,43,,16
2014-8-10,1,10,19,0,50,,16
2014-8-11,-2,8,17,0,61,,6
2014-8-12,-7,6,18,0,53,,10
2014-8-13,-2,10,21,0,37,,13
2014-8-14,2,11,20,0,29,,19
2014-8-15,2,12,23,0,36,,18
2014-8-16,2,13,25,0,48,,13
2014-8-17,6,17,28,0,62,,10
2014-8-18,5,19,33,0,59,,11
2014-8-19,12,21,31,0,54,,18
2014-8-20,14,23,32,0,58,2,14
2014-8-21,12,22,33,0,55,,11
2014-8-22,12,21,31,0,66,1,8
2014-8-23,9,14,19,0,80,4,10
2014-8-24,4,11,18,0,53,4,26
2014-8-25,-1,9,18,0,47,1,16
2014-8-26,-4,6,16,0,50,,8
2014-8-27,-4,7,18,0,52,,14
2014-8-28,-1,9,19,0,55,,13
2014-8-29,1,12,22,0,46,,14
2014-8-30,9,20,31,0,33,1,21
2014-8-31,7,16,25,0,48,,13
2014-9-1,8,17,26,0,54,5,18
2014-9-2,10,19,27,0,69,4,11
2014-9-3,14,19,24,2.03,71,5,6
2014-9-4,14,16,17,23.88,91,6,10
2014-9-5,14,17,21,0.25,89,6,8
2014-9-6,9,14,20,0,42,5,26
2014-9-7,9,17,24,0,42,3,21
2014-9-8,6,17,29,0,67,3,14
2014-9-9,12,16,18,0,47,4,24
2014-9-10,3,11,18,0,39,5,10
2014-9-11,3,11,18,0,49,,14
2014-9-12,4,13,23,0,51,,14
2014-9-13,4,12,21,0,54,4,11
2014-9-14,7,13,19,0,71,5,10
2014-9-15,6,14,23,0,40,,11
2014-9-16,9,17,25,0,46,,19
2014-9-17,8,17,26,0,60,6,13
2014-9-18,7,16,26,0.25,61,2,10
2014-9-19,8,17,26,1.02,61,2,13
2014-9-20,9,17,25,0,60,1,13
2014-9-21,10,19,27,0,47,,21
2014-9-22,10,19,28,0,44,2,24
2014-9-23,7,13,18,0,59,4,18
2014-9-24,3,13,23,0,53,,16
2014-9-25,5,18,30,0,36,1,23
2014-9-26,8,13,18,0,39,3,10
2014-9-27,4,13,22,0,40,3,16
2014-9-28,11,21,31,0,46,1,16
2014-9-29,10,18,27,0.76,63,4,10
2014-9-30,10,14,19,1.02,83,3,8
2014-10-1,7,16,24,0,68,2,10
2014-10-2,13,19,24,0,61,5,13
2014-10-3,12,14,17,23.88,85,6,8
2014-10-4,13,17,20,57.91,90,3,8
2014-10-5,11,18,24,0,64,2,8
2014-10-6,7,17,28,0,63,,10
2014-10-7,11,20,29,0,47,,18
2014-10-8,13,22,31,0,68,2,16
2014-10-9,15,18,20,0,64,6,19
2014-10-10,11,14,18,0,36,5,19
2014-10-11,3,12,21,0,52,3,6
2014-10-12,9,18,26,0,52,6,8
2014-10-13,8,17,26,0,55,1,13
2014-10-14,8,19,29,0,57,6,14
2014-10-15,15,23,32,0,64,4,18
2014-10-16,17,22,27,0,52,4,18
2014-10-17,12,20,28,0,57,3,10
2014-10-18,13,18,22,0,81,4,13
2014-10-19,11,18,24,0,41,5,11
2014-10-20,7,18,28,0,47,,16
2014-10-21,12,22,31,0,56,1,18
2014-10-22,14,24,33,0,41,,21
2014-10-23,13,23,34,0,42,1,14
2014-10-24,14,24,34,0,53,1,10
2014-10-25,16,24,33,0,45,3,16
2014-10-26,18,27,36,0,42,,19
2014-10-27,16,27,38,0,48,3,14
2014-10-28,16,26,35,0,52,1,14
2014-10-29,17,22,28,0,66,5,14
2014-10-30,13,20,27,0,53,3,14
2014-10-31,12,15,18,2.03,70,6,11
2014-11-1,8,11,14,8.89,93,7,14
2014-11-2,7,10,13,2.03,92,6,13
2014-11-3,9,15,20,0,74,4,11
2014-11-4,4,14,24,0,54,1,10
2014-11-5,7,17,26,0,46,,18
2014-11-6,7,19,31,0,56,1,10
2014-11-7,13,21,30,1.02,67,2,10
2014-11-8,10,21,33,0,53,1,13
2014-11-9,13,23,34,0,46,1,10
2014-11-10,12,21,29,2.03,66,2,10
2014-11-11,15,21,28,0.51,70,2,29
2014-11-12,12,18,23,0,55,2,13
2014-11-13,9,17,24,0.76,64,3,10
2014-11-14,9,20,31,0,45,,11
2014-11-15,11,22,33,0,34,1,13
2014-11-16,11,22,33,0,41,1,13
2014-11-17,16,24,33,0,35,,19
2014-11-18,16,26,35,0,34,1,19
2014-11-19,16,20,25,2.03,69,3,18
2014-11-20,14,17,20,17.02,90,4,5
2014-11-21,11,17,23,6.1,74,4,14
2014-11-22,8,18,27,0,59,1,6
2014-11-23,13,22,31,0,53,2,19
2014-11-24,15,20,25,0,54,3,18
2014-11-25,11,19,28,5.08,47,2,8
2014-11-26,15,21,28,6.1,71,4,6
2014-11-27,13,22,31,0,51,1,13
2014-11-28,15,23,31,0,46,3,18
2014-11-29,14,19,25,12.95,56,3,26
2014-11-30,9,14,20,8.89,49,6,29
2014-12-1,10,17,23,0,46,3,11
2014-12-2,6,17,27,0,49,1,6
2014-12-3,10,21,33,0,32,,11
2014-12-4,14,23,32,0,37,,19
2014-12-5,17,25,33,0,43,,21
2014-12-6,17,27,37,0,42,,19
2014-12-7,16,21,26,0,45,3,21
2014-12-8,14,22,30,0,51,2,11
2014-12-9,18,28,36,10.92,59,3,16
2014-12-10,18,23,28,0,66,5,18
2014-12-11,14,19,24,3.05,85,6,16
2014-12-12,13,21,28,0,76,3,10
2014-12-13,16,22,29,0,73,3,6
2014-12-14,16,21,26,0.51,76,5,27
2014-12-15,18,19,21,5.08,89,5,5
2014-12-16,16,19,22,5.08,91,5,6
2014-12-17,14,21,29,9.91,68,2,6
2014-12-18,15,23,31,0,57,4,14
2014-12-19,17,25,33,0,56,2,11
2014-12-20,18,22,27,0,63,4,19
2014-12-21,12,18,23,0,38,5,19
2014-12-22,6,15,24,0,39,3,10
2014-12-23,7,18,28,0,44,1,14
2014-12-24,12,21,31,0,38,1,24
2014-12-25,17,26,34,0,44,3,19
2014-12-26,18,24,32,5.08,78,2,13
2014-12-27,17,22,27,0,74,2,14
2014-12-28,16,23,31,0,76,2,10
2014-12-29,17,24,32,0,68,3,14
2014-12-30,17,23,30,1.02,68,4,14
2014-12-31,17,21,24,5.08,85,3,6
2015-1-1,14,19,23,0,59,3,16
2015-1-2,9,17,25,0,62,1,8
2015-1-3,10,20,31,0,55,,16
2015-1-4,14,24,34,0,60,2,10
2015-1-5,18,27,34,0,65,3,13
2015-1-6,20,28,36,26.92,72,3,11
2015-1-7,18,22,27,3.05,86,4,11
2015-1-8,17,22,27,0,80,4,8
2015-1-9,18,26,34,0,66,3,10
2015-1-10,18,24,32,19.05,78,2,10
2015-1-11,16,23,31,6.1,67,6,10
2015-1-12,17,24,32,22.1,73,2,11
2015-1-13,19,23,27,0,90,3,8
2015-1-14,17,24,31,0,79,2,8
2015-1-15,19,24,30,0,77,4,6
2015-1-16,18,24,31,0,72,1,10
2015-1-17,18,25,32,7.11,77,3,10
2015-1-18,18,25,32,0,71,2,11
2015-1-19,20,27,33,16,75,2,11
2015-1-20,16,18,20,8.89,91,7,16
2015-1-21,13,19,26,0,79,3,13
2015-1-22,19,23,28,0,72,3,14
2015-1-23,17,24,31,0,76,2,10
2015-1-24,19,26,32,0,76,2,10
2015-1-25,20,27,34,0,73,2,10
2015-1-26,21,27,33,0,70,2,10
2015-1-27,18,23,29,9.91,77,4,13
2015-1-28,17,23,29,0,74,2,10
2015-1-29,18,22,26,0,79,4,6
2015-1-30,13,21,28,0,75,1,11
2015-1-31,14,22,29,0,66,,14
2015-2-1,14,22,31,0,69,1,11
2015-2-2,20,23,27,4.06,85,5,8
2015-2-3,18,20,22,6.1,98,5,5
2015-2-4,18,21,25,0,94,7,5
2015-2-5,20,26,31,0,83,4,6
2015-2-6,20,26,32,0,74,3,8
2015-2-7,21,27,33,0,73,3,8
2015-2-8,16,22,26,5.08,79,2,10
2015-2-9,15,22,30,22.1,76,3,13
2015-2-10,14,20,26,23.88,87,5,11
2015-2-11,13,21,28,0,75,2,10
2015-2-12,14,22,31,0,64,1,11
2015-2-13,12,19,26,0,72,2,8
2015-2-14,15,22,29,59.94,82,3,8
2015-2-15,18,19,19,101.09,98,5,10
2015-2-16,17,23,29,0.76,83,4,8
2015-2-17,17,23,29,42.93,85,2,10
2015-2-18,15,18,21,8.89,88,3,13
2015-2-19,9,16,22,0,67,3,10
2015-2-20,9,16,22,0,76,4,3
2015-2-21,12,18,23,0,81,4,8
2015-2-22,13,20,27,0,76,2,10
2015-2-23,14,22,29,0,77,1,11
2015-2-24,18,24,31,8.89,82,2,10
2015-2-25,18,21,24,3.05,91,3,10
2015-2-26,16,18,20,4.06,92,7,14
2015-2-27,16,18,19,0.25,92,6,6
2015-2-28,16,17,18,7.11,98,7,3
2015-3-1,17,20,24,3.05,91,6,3
2015-3-2,15,21,28,0,87,2,11
2015-3-3,17,21,26,17.02,88,5,8
2015-3-4,16,22,28,0,76,1,5
2015-3-5,17,22,28,0,82,3,5
2015-3-6,18,23,29,0,86,3,10
2015-3-7,19,24,31,0,83,2,8
2015-3-8,17,23,31,0,84,2,10
2015-3-9,18,24,31,0,81,2,8
2015-3-10,16,23,29,0,82,2,8
2015-3-11,17,23,29,0,79,1,11
2015-3-12,18,24,30,0,77,2,13
2015-3-13,19,24,30,0,74,2,13
2015-3-14,16,18,19,9.91,92,7,10
2015-3-15,17,21,26,0,87,5,5
2015-3-16,18,23,29,0,79,2,14
2015-3-17,18,24,31,0,81,3,10
2015-3-18,18,23,29,0,77,2,10
2015-3-19,16,23,31,0,76,2,10
2015-3-20,19,26,32,0,75,1,11
2015-3-21,12,16,20,2.03,62,4,18
2015-3-22,11,16,21,0,76,4,5
2015-3-23,11,17,23,0,73,5,10
2015-3-24,14,14,16,19.05,90,7,11
2015-3-25,12,13,14,3.05,96,7,6
2015-3-26,13,16,17,0,87,5,5
2015-3-27,9,16,23,0,77,3,8
2015-3-28,8,17,26,0,74,2,10
2015-3-29,8,18,27,0,77,1,3
2015-3-30,11,18,26,16,79,4,6
2015-3-31,12,19,26,3.05,80,3,5
2015-4-1,12,21,29,0,70,1,14
2015-4-2,12,21,31,0,72,1,11
2015-4-3,16,24,32,0,70,2,11
2015-4-4,17,21,25,4.06,82,3,5
