Date,Minimum Temp (C),Mean Temperature (C),Maximum Temp (C),Rain (mm),Relative Humidity %, CloudCover, Mean Wind SpeedKm/h
2016-7-16,-1,6,13,0,71,,8
2016-7-17,-2,3,9,0,83,5,11
2016-7-18,1,6,10,0,85,4,6
2016-7-19,-3,6,15,0,79,5,8
2016-7-20,2,9,15,0,71,,18
2016-7-21,-1,9,18,0,75,,8
2016-7-22,-2,8,19,0,73,1,8
2016-7-23,-1,11,22,0,65,,11
2016-7-24,1,8,16,0,80,1,8
2016-7-25,6,11,15,0,89,6,6
2016-7-26,-1,8,16,0,61,5,14
2016-7-27,-3,4,11,0,79,5,8
2016-7-28,0,7,13,0,81,5,11
2016-7-29,4,11,17,0,70,3,14
2016-7-30,-1,9,20,0,72,,8
2016-7-31,3,11,19,0,73,4,8
2016-8-1,2,10,18,0,74,2,8
2016-8-2,-1,8,17,0,82,6,11
2016-8-3,1,10,19,0,79,5,14
2016-8-4,2,13,24,0,80,,10
2016-8-5,8,13,18,1.02,87,5,10
2016-8-6,9,15,21,0,79,5,6
2016-8-7,3,13,23,0,58,3,11
2016-8-8,5,14,24,0,43,5,13
2016-8-9,2,12,22,0,60,,10
2016-8-10,5,14,23,0,55,,18
2016-8-11,8,18,27,0,47,,18
2016-8-12,3,16,28,0,54,,11
2016-8-13,8,18,28,0,47,,14
2016-8-14,7,14,21,0,69,7,6
2016-8-15,6,14,22,0,60,,10
2016-8-16,8,21,33,0,43,,18
2016-8-17,4,12,19,0,47,1,11
2016-8-18,4,13,23,0,37,,14
2016-8-19,0,9,17,0,55,4,13
2016-8-20,4,11,18,0,49,4,10
2016-8-21,-3,8,19,0,59,2,11
2016-8-22,0,12,25,0,46,,8
2016-8-23,1,14,27,0,43,,13
2016-8-24,7,18,29,0,36,,16
2016-8-25,5,18,31,0,43,,14
2016-8-26,11,19,27,0,47,3,14
2016-8-27,11,13,15,0,26,6,21
2016-8-28,-1,8,18,0,46,5,13
2016-8-29,1,10,19,0,62,,10
2016-8-30,-2,11,23,0,57,,11
2016-8-31,3,11,20,0,50,,11
2016-9-1,7,8,9,0,49,6,14
2016-9-2,0,7,14,0,51,5,6
2016-9-3,-2,6,13,0,53,5,8
2016-9-4,-3,4,11,0,59,4,8
2016-9-5,-3,6,13,0,51,3,8
2016-9-6,-3,7,16,0,52,,10
2016-9-7,-4,9,23,0,48,,8
2016-9-8,0,15,30,0,37,,13
2016-9-9,4,18,32,0,29,,13
2016-9-10,6,19,33,0,36,,14
2016-9-11,12,23,34,0,41,,13
2016-9-12,12,20,28,0,54,1,16
2016-9-13,7,16,23,0,47,,14
2016-9-14,3,13,22,0,42,,10
2016-9-15,4,14,25,0,49,,13
2016-9-16,9,19,29,0,39,,16
2016-9-17,11,19,28,0,51,6,13
2016-9-18,12,16,19,0,61,6,19
2016-9-19,4,13,22,0,53,4,6
2016-9-20,3,14,24,0,47,,16
2016-9-21,10,19,28,0,39,,19
2016-9-22,7,19,31,0,40,4,13
2016-9-23,10,13,16,0,32,6,19
2016-9-24,6,12,18,1.02,60,5,6
2016-9-25,2,12,22,0,66,1,14
2016-9-26,7,18,28,0,47,,16
2016-9-27,13,21,30,0,41,,19
2016-9-28,12,21,31,0,50,6,11
2016-9-29,13,16,18,0,81,5,6
2016-9-30,9,17,24,0,72,5,8
2016-10-1,6,13,21,0,64,6,8
2016-10-2,13,20,27,0,63,4,5
2016-10-3,8,17,26,0,79,3,8
2016-10-4,10,17,24,10.92,80,4,18
2016-10-5,8,14,21,0,42,,18
2016-10-6,3,13,23,0,58,,11
2016-10-7,5,12,19,0,71,4,10
2016-10-8,3,13,24,0,55,1,13
2016-10-9,9,18,26,0,33,3,18
2016-10-10,11,19,27,0,42,3,14
2016-10-11,7,18,28,0,69,3,13
2016-10-12,12,20,29,0,73,2,11
2016-10-13,14,18,23,4.06,83,4,11
2016-10-14,13,19,25,0,79,5,8
2016-10-15,16,18,19,7.11,89,5,10
2016-10-16,15,19,23,0,83,5,8
2016-10-17,13,19,24,7.11,61,3,11
2016-10-18,12,14,16,21.08,90,6,10
2016-10-19,11,16,21,5.08,83,5,13
2016-10-20,7,12,16,0,70,5,16
2016-10-21,9,14,19,0,75,6,10
2016-10-22,11,16,21,0,68,6,18
2016-10-23,11,19,28,0,69,3,10
2016-10-24,14,18,23,0.25,79,4,5
2016-10-25,12,16,19,3.05,81,5,16
2016-10-26,6,13,21,0.51,77,2,10
2016-10-27,7,14,22,0,47,5,18
2016-10-28,4,14,24,0,60,,16
2016-10-29,11,19,27,0,45,,23
2016-10-30,10,20,30,0,53,1,18
2016-10-31,11,19,28,0,63,3,13
2016-11-1,12,16,19,0,52,4,16
2016-11-2,4,13,23,0,26,,13
2016-11-3,15,23,31,0,22,,14
2016-11-4,13,23,34,0,25,,14
2016-11-5,11,22,34,0,33,,18
2016-11-6,15,26,36,0,40,,19
2016-11-7,14,16,17,45.97,84,3,10
2016-11-8,12,20,27,0,74,2,8
2016-11-9,13,21,28,0,63,2,13
2016-11-10,14,23,32,0,64,3,13
2016-11-11,13,20,27,0,51,3,13
2016-11-12,11,19,28,0,59,3,18
2016-11-13,17,22,28,0,66,4,13
2016-11-14,14,19,24,0.51,75,4,11
2016-11-15,10,21,32,0,53,1,10
2016-11-16,10,13,16,3.05,69,6,19
2016-11-17,9,15,21,0,55,4,11
2016-11-18,4,14,24,0,53,,16
2016-11-19,11,18,26,0,48,8,18
2016-11-20,13,21,29,0,53,2,13
2016-11-21,10,16,21,0,57,4,14
2016-11-22,7,16,26,0,59,2,10
2016-11-23,11,19,28,0,57,2,13
2016-11-24,13,18,24,34.04,80,2,10
2016-11-25,11,20,30,0,72,1,8
2016-11-26,20,27,33,0,60,2,18
2016-11-27,15,21,28,0,57,3,11
2016-11-28,14,20,26,0,62,3,13
2016-11-29,12,20,28,0,57,1,8
2016-11-30,13,21,29,0,54,4,14
2016-12-1,13,22,32,0,54,2,18
2016-12-2,17,21,24,20.07,78,3,10
2016-12-3,14,23,31,0,61,1,10
2016-12-4,15,23,32,0,50,,19
2016-12-5,16,21,27,0,53,1,14
2016-12-6,13,20,28,0.51,51,2,11
2016-12-7,14,21,28,26.92,75,4,11
2016-12-8,14,19,24,3.05,78,4,11
2016-12-9,11,17,22,2.03,73,3,6
2016-12-10,12,21,29,0,57,1,8
2016-12-11,18,24,31,0,40,1,13
2016-12-12,17,27,36,0,44,1,13
2016-12-13,13,19,26,0.51,41,4,19
2016-12-14,8,18,28,0,51,,14
2016-12-15,14,22,30,0,35,,24
2016-12-16,18,25,32,0,37,1,23
2016-12-17,19,27,36,0,44,3,16
2016-12-18,14,20,24,0,62,4,19
2016-12-19,11,21,32,0,49,,8
2016-12-20,15,24,33,0,38,,18
2016-12-21,16,26,36,0,49,1,18
2016-12-22,17,23,29,5.08,61,4,13
2016-12-23,16,22,28,21.08,77,4,8
2016-12-24,18,20,23,1.02,93,5,8
2016-12-25,21,28,35,45.97,84,4,11
2016-12-26,16,20,25,3.05,78,4,19
2016-12-27,14,19,24,6.1,69,5,14
2016-12-28,13,21,30,0,62,1,11
2016-12-29,17,24,31,0,71,2,13
2016-12-30,18,26,33,0,71,1,11
2016-12-31,21,29,37,0,62,1,10
2017-1-1,21,23,25,0.25,79,4,11
2017-1-2,19,24,30,0,78,4,8
2017-1-3,21,30,38,4.06,72,2,10
2017-1-4,14,21,27,0,64,5,14
2017-1-5,17,22,28,0,74,5,5
2017-1-6,17,23,28,0,81,3,8
2017-1-7,19,26,32,0,73,3,13
2017-1-8,19,22,24,24.89,90,6,8
2017-1-9,18,24,31,4.06,83,3,10
2017-1-10,16,22,27,0,64,3,13
2017-1-11,13,22,31,0,66,1,11
2017-1-12,19,26,33,0,70,2,14
2017-1-13,19,24,30,0,62,2,14
2017-1-14,16,20,25,4.06,76,1,8
2017-1-15,16,21,26,3.05,80,5,13
2017-1-16,14,21,29,0,67,1,11
2017-1-17,14,23,33,0,59,1,10
2017-1-18,14,23,33,0,65,1,13
2017-1-19,18,27,34,0,60,,14
2017-1-20,21,28,35,0,57,,13
2017-1-21,16,26,34,0,61,,13
2017-1-22,20,26,31,0,73,4,10
2017-1-23,19,24,30,0,74,4,8
2017-1-24,17,24,31,0,61,4,13
2017-1-25,13,21,29,0,59,3,8
2017-1-26,14,21,27,0,53,3,11
2017-1-27,10,19,29,0,64,1,11
2017-1-28,14,24,33,0,51,,18
2017-1-29,15,24,33,0,46,,19
2017-1-30,16,25,34,0,48,,16
2017-1-31,16,25,34,23.88,66,3,13
2017-2-1,17,23,28,0,80,6,8
2017-2-2,14,21,29,0,78,2,8
2017-2-3,15,22,28,0,74,3,8
2017-2-4,16,21,26,29.97,74,6,13
2017-2-5,13,20,27,0,67,3,11
2017-2-6,9,17,24,0,77,3,6
2017-2-7,12,19,26,0,77,5,11
2017-2-8,13,21,28,0,70,3,11
2017-2-9,17,23,30,65.02,85,3,13
2017-2-10,17,21,25,0.25,83,5,13
2017-2-11,16,19,22,3.05,85,6,8
2017-2-12,12,20,28,0,71,1,10
2017-2-13,12,20,27,0,70,2,8
2017-2-14,12,20,28,0,76,1,8
2017-2-15,14,23,32,0,75,1,10
2017-2-16,17,23,29,7.87,84,3,11
2017-2-17,19,22,26,8.89,96,4,8
2017-2-18,16,22,29,4.06,90,4,13
2017-2-19,14,22,30,0,82,2,10
2017-2-20,17,23,31,0,80,4,13
2017-2-21,19,26,33,0,84,3,10
2017-2-22,19,26,33,0,81,1,8
2017-2-23,18,26,33,0,80,2,10
2017-2-24,20,26,32,0,77,1,10
2017-2-25,20,24,29,0,84,3,8
2017-2-26,19,26,31,0,80,2,8
2017-2-27,18,26,34,2.03,74,1,8
2017-2-28,18,26,33,0,75,1,8
2017-3-1,14,23,31,0,71,3,11
2017-3-2,17,26,34,8.89,73,2,13
2017-3-3,13,18,23,4.06,73,4,18
2017-3-4,11,18,24,0,74,2,8
2017-3-5,14,20,26,0,78,3,6
2017-3-6,15,22,29,0,80,3,10
2017-3-7,17,22,28,0,83,5,8
2017-3-8,19,26,31,0.76,83,4,10
2017-3-9,15,21,27,0,67,2,14
2017-3-10,11,18,24,0,64,2,10
2017-3-11,12,19,27,0,67,3,11
2017-3-12,11,18,25,0,56,5,10
2017-3-13,9,20,31,0,58,,11
2017-3-14,7,18,28,0,61,3,14
2017-3-15,15,22,29,3.05,67,4,8
2017-3-16,10,17,23,0,59,1,14
2017-3-17,6,14,23,0,73,1,10
2017-3-18,8,17,25,0,67,,13
2017-3-19,7,16,25,0,71,1,13
2017-3-20,7,15,23,0,79,3,8
2017-3-21,11,19,26,0,74,3,6
2017-3-22,11,19,28,0,77,3,8
2017-3-23,13,21,28,0,78,1,8
2017-3-24,10,20,30,0,72,1,11
2017-3-25,12,21,29,7.87,85,4,10
2017-3-26,15,22,30,0,80,3,10
2017-3-27,17,22,28,0.51,85,4,8
2017-3-28,19,24,29,0,83,2,10
2017-3-29,19,24,28,0,77,4,13
2017-3-30,18,21,23,3.05,87,4,10
2017-3-31,19,20,22,5.08,96,5,5
2017-4-1,19,22,24,6.1,94,6,5
2017-4-2,18,20,22,3.05,94,5,6
2017-4-3,12,18,23,0,87,5,6
2017-4-4,14,19,24,4.06,88,4,10
2017-4-5,13,19,25,0,73,2,8
2017-4-6,11,19,26,0,71,2,14
2017-4-7,14,22,29,0,75,4,21
2017-4-8,11,12,14,0.51,87,5,13
2017-4-9,13,17,21,0,69,5,16
2017-4-10,6,15,24,0,65,2,13
2017-4-11,8,18,27,0,52,,10
2017-4-12,9,14,20,0,86,4,6
2017-4-13,11,17,23,0,76,4,11
2017-4-14,9,17,24,0,72,3,10
2017-4-15,12,18,24,0,65,3,5
2017-4-16,12,17,22,0,69,5,8
2017-4-17,9,14,19,0,79,5,3
2017-4-18,12,14,17,6.1,88,6,3
2017-4-19,8,15,22,0,82,2,5
2017-4-20,9,17,25,0,72,1,8
2017-4-21,10,14,19,0,80,4,10
2017-4-22,8,16,24,0,69,3,11
2017-4-23,7,16,24,0,71,3,13
2017-4-24,11,17,23,0,74,3,8
2017-4-25,8,11,14,7.11,92,6,10
2017-4-26,3,11,19,0,56,,10
2017-4-27,6,16,26,0,43,,13
2017-4-28,6,17,28,0,61,,8
2017-4-29,5,17,28,0,60,,11
2017-4-30,4,16,27,0,54,,11
2017-5-1,6,16,27,0,57,,18
2017-5-2,9,18,28,0,65,3,13
2017-5-3,10,17,24,0,76,2,10
2017-5-4,8,18,27,0,77,3,11
2017-5-5,12,19,27,0,72,5,14
2017-5-6,13,19,25,0,76,4,11
2017-5-7,14,23,31,23.88,76,2,14
2017-5-8,10,16,21,0.51,74,2,16
2017-5-9,6,13,19,0,69,3,6
2017-5-10,9,14,18,0,75,5,5
2017-5-11,11,12,13,2.03,93,6,5
2017-5-12,11,14,18,2.03,89,6,5
2017-5-13,9,14,19,0.76,87,4,10
2017-5-14,7,13,20,0.25,91,6,8
2017-5-15,8,13,18,0,85,6,5
2017-5-16,9,14,19,0,84,5,10
2017-5-17,12,14,17,0,90,5,13
2017-5-18,7,13,21,14.99,90,3,8
2017-5-19,3,10,17,0,71,2,8
2017-5-20,2,9,16,0,66,4,8
2017-5-21,2,14,26,0,52,,13
2017-5-22,6,14,23,0,69,6,14
2017-5-23,9,16,22,0,69,5,8
2017-5-24,7,11,16,0,80,4,5
2017-5-25,6,12,18,0,81,3,6
2017-5-26,4,11,18,0,60,4,10
2017-5-27,2,8,14,0,65,2,8
2017-5-28,-1,7,15,0,76,,8
2017-5-29,-1,7,14,0,78,3,8
2017-5-30,5,8,12,2.03,88,6,3
2017-5-31,2,10,17,0,79,3,10
2017-6-1,-1,9,19,0,78,1,8
2017-6-2,0,10,20,0,74,,8
2017-6-3,2,11,20,0,72,4,10
2017-6-4,3,11,18,0,71,4,10
2017-6-5,4,7,11,0,55,5,6
2017-6-6,1,9,18,0,72,3,8
2017-6-7,1,9,17,0,81,4,8
2017-6-8,3,8,14,0,54,3,23
2017-6-9,-1,10,22,0,46,,10
2017-6-10,5,16,27,0,47,,10
2017-6-11,2,10,17,0,53,,13
2017-6-12,-2,8,18,0,60,,11
2017-6-13,-1,10,21,0,73,,8
2017-6-14,8,16,23,0,69,4,16
2017-6-15,8,18,28,0,72,4,13
2017-6-16,12,17,22,0,84,6,8
2017-6-17,9,17,23,0,66,4,13
2017-6-18,-3,6,13,0,37,5,14
2017-6-19,-7,3,13,0,57,8,11
2017-6-20,-7,3,13,0,54,,13
2017-6-21,-3,9,21,0,59,,13
2017-6-22,3,14,26,0,64,6,13
2017-6-23,5,13,22,0,80,7,5
2017-6-24,8,16,23,0,82,5,5
2017-6-25,12,20,28,0,70,3,13
2017-6-26,14,19,25,10.92,75,4,13
2017-6-27,10,12,14,0.25,87,5,11
2017-6-28,6,9,13,0,87,6,6
2017-6-29,1,9,17,0,89,5,3
2017-6-30,1,11,21,0,71,,8
2017-7-1,1,11,21,0,73,,11
2017-7-2,6,14,22,0,76,,14
2017-7-3,7,16,23,0,76,,18
2017-7-4,12,17,21,0,82,,16
2017-7-5,10,14,18,0,62,,14
2017-7-6,10,12,14,0,77,,3
2017-7-7,8,9,11,0,89,,5
2017-7-8,6,10,14,0,88,,6
2017-7-9,1,7,12,0,93,,5
2017-7-10,8,9,11,0,90,,10
2017-7-11,6,8,11,0,84,,5
2017-7-12,8,16,23,0,81,,14
2017-7-13,9,14,20,0,85,,10
2017-7-14,8,13,19,0,68,,14
2017-7-15,4,9,14,0,62,,16
2017-7-16,0,4,8,0,36,,19
2017-7-17,-8,2,13,0,35,,11
2017-7-18,-7,7,20,0,39,,10
2017-7-19,-4,11,26,0,27,,11
2017-7-20,-3,10,23,0,35,,10
2017-7-21,2,12,21,0,36,,13
2017-7-22,2,13,25,0,35,,19
2017-7-23,4,14,25,0,50,,14
2017-7-24,9,14,19,0,34,,18
2017-7-25,8,13,18,0,69,,11
2017-7-26,5,12,18,0,88,,5
2017-7-27,8,17,26,0,76,,11
2017-7-28,12,21,31,0,39,,21
2017-7-29,10,14,18,0,76,,13
2017-7-30,7,8,10,0,57,,24
2017-7-31,6,8,10,0,73,,11
2017-08-01,7,8,9,4.06,96,,10
2017-8-2,5,11,17,0,82,,11
2017-8-3,0,11,22,0,71,,13
2017-8-4,-1,10,21,0,66,,16
2017-8-5,7,16,24,0,54,,26
2017-8-6,6,16,26,0,56,,11
2017-8-7,12,19,27,0,63,,14
2017-8-8,7,13,19,0,71,,13
2017-8-9,3,11,18,0,72,,13
2017-8-10,7,13,19,0,80,,13
2017-8-11,9,14,19,0,79,,8
2017-8-12,5,11,18,0,47,,23
2017-8-13,1,11,22,0,43,,14
2017-8-14,0,12,24,0,34,,10
2017-8-15,3,14,27,0,48,,14
2017-8-16,4,13,22,0,47,,14
2017-8-17,6,17,27,0,45,,11
2017-8-18,9,20,31,0,41,,14
2017-8-19,5,12,18,0,46,,19
2017-8-20,-1,10,20,0,52,,13
2017-8-21,5,14,23,0,33,,21
2017-8-22,8,17,26,0,27,,27
2017-8-23,6,12,19,0,38,,18
2017-8-24,3,16,27,0,56,,8
2017-8-25,7,16,24,0,77,,11
2017-8-26,9,15,21,0,66,,10
2017-8-27,5,14,23,0,82,,6
2017-8-28,16,22,29,0,76,,11
2017-8-29,4,12,14,0,54,,21
2017-8-30,-1,9,19,0,31,,10
2017-8-31,4,12,21,0,37,,16
2017-09-01,2,17,31,0,50,,14
2017-9-2,12,18,23,0,45,,16
2017-9-3,8,13,19,0,55,,13
2017-9-4,6,12,18,0,35,,29
2017-9-5,-2,9,19,0,39,,13
2017-9-6,4,12,19,0,68,,16
2017-9-7,4,13,22,0,67,,8
2017-9-8,4,13,23,0,63,,8
2017-9-9,13,17,20,0,88,,10
2017-9-10,6,10,13,9.91,81,,18
2017-9-11,3,11,20,0,47,,14
2017-9-12,3,11,19,0,56,,10
2017-9-13,2,12,22,0,55,,10
2017-9-14,6,15,24,0,41,,16
2017-9-15,2,8,14,0,44,,16
2017-9-16,-1,9,20,0,56,,11
2017-9-17,6,16,24,0,52,,23
2017-9-18,10,19,27,0,47,,26
2017-9-19,12,21,31,0,52,,26
2017-9-20,10,16,22,19.05,57,,19
2017-9-21,5,12,18,13.97,75,,18
2017-9-22,1,12,23,0,64,,10
2017-9-23,3,13,24,0,50,,11
2017-9-24,7,17,26,0,68,,19
2017-9-25,9,19,29,0,76,,11
2017-9-26,8,18,28,9.91,82,,16
2017-9-27,6,8,9,5.08,93,,21
2017-9-28,8,10,11,2.03,99,,6
2017-9-29,8,16,23,0,89,,8
2017-9-30,7,20,33,4.06,77,,11
2017-10-1,8,14,20,0,50,,26
2017-10-2,4,13,22,0,35,,10
2017-10-3,6,19,31,0,29,,13
2017-10-4,17,27,36,0,16,,27
2017-10-5,12,18,23,0,28,,18
2017-10-6,7,16,26,0,44,,10
2017-10-7,8,17,26,0,46,,16
2017-10-8,9,18,27,0,61,,14
2017-10-9,7,16,25,0,47,,11
2017-10-10,8,14,21,0,61,,8
2017-10-11,7,11,15,4.06,72,,14
2017-10-12,8,9,11,6.1,93,,16
2017-10-13,7,12,16,0,79,,13
2017-10-14,2,13,25,0,58,,11
2017-10-15,3,14,26,0,55,,19
2017-10-16,10,21,32,0,42,,23
2017-10-17,17,27,36,0,53,,16
2017-10-18,14,23,33,0,70,,13
2017-10-19,7,17,26,0,41,,14
2017-10-20,11,21,30,0,52,,21
2017-10-21,10,17,22,0,35,,26
2017-10-22,4,13,22,0,48,,16
2017-10-23,8,17,26,0,49,,21
2017-10-24,8,19,30,0,48,,19
2017-10-25,11,20,29,11.94,75,,13
2017-10-26,15,21,28,10.92,74,,13
2017-10-27,13,20,27,0.51,65,,16
2017-10-28,10,19,28,0,56,,21
2017-10-29,10,17,24,0,67,,16
2017-10-30,9,14,20,0,62,,11
2017-10-31,7,18,28,0,59,,16
